"build_time_min","deploy_time_min","commit_size_loc","num_bugs","test_coverage_pct","ticket_resolution_h","team","module","priority","deploy_status"
5.83,7.67,198,1,85.6,8.94,"Beta","ui","alta","success"
5.63,5.87,204,1,71.22,29.83,"Gamma","ui","media","success"
3.65,NA,207,1,69.91,NA,"Beta","auth","baja","failed"
11.32,NA,240,1,81.24,61.92,"Beta","api","media","failed"
15.56,7.72,221,3,62.36,5.06,"Gamma","api","alta","success"
12.71,4.57,210,0,93.48,24.43,"Alpha","database","baja","success"
10.21,16.75,236,0,90.35,12.88,"Delta","ui","alta","success"
11.91,4.36,196,2,71.2,25.21,"Alpha","auth","media","success"
2.57,9.4,216,0,49,23.68,"Beta","payments","alta","success"
10.3,1.38,220,NA,93.13,NA,"Beta","ui","alta","rolled_back"
8.81,NA,226,2,58.99,13.61,"Alpha","ui","media","failed"
10.49,4.59,225,0,93.38,4.81,"Gamma","auth","baja","success"
7.1,3.64,231,2,78.73,NA,"Beta","auth","media","rolled_back"
17.45,4.62,233,2,85.77,52.11,"Beta","api","media","success"
7.62,8.82,210,2,86.01,1.18,"Delta","api","baja","success"
10.86,3.81,223,3,52.78,9.75,"Alpha","ui","alta","success"
12.62,2.37,225,2,76.55,2.99,"Delta","notifications","baja","success"
10.83,3.65,215,1,86.51,14.07,"Alpha","api","baja","success"
14.48,6.58,240,2,71.73,6.37,"Alpha","ui","baja","success"
14.33,4.31,201,3,67.95,26.67,"Alpha","api","media","success"
13.94,5.98,233,0,77.28,51.95,"Beta","api","media","success"
19.33,3.78,212,1,79.52,4.61,"Beta","api","baja","success"
8.02,NA,214,2,77.58,2.05,"Gamma","notifications","media","failed"
11.29,4.96,216,1,78.7,27.97,"Beta","ui","media","success"
9.72,4.64,238,1,79.17,14.29,"Beta","api","baja","success"
8.08,3.8,215,0,71.51,2.64,"Beta","api","media","success"
18.33,2.59,218,2,64.73,51.15,"Delta","auth","baja","success"
9.11,5.67,228,1,83.46,4.36,"Gamma","api","media","success"
7.17,3.73,228,1,76.88,37.88,"Alpha","auth","media","success"
14.25,1.44,219,0,68.43,30.34,"Gamma","api","media","success"
9.7,9.78,233,0,84.55,8.21,"Delta","api","baja","success"
7.23,4.88,204,3,74.43,10.49,"Delta","api","baja","success"
17.73,8.55,232,2,67.18,65.05,"Gamma","ui","media","success"
6.47,1.9,209,0,81.51,41.14,"Gamma","database","media","success"
9.31,NA,186,2,83.49,21.88,"Gamma","api","baja","failed"
23.85,4.44,208,1,74.91,126.78,"Delta","api","media","success"
8.18,12.23,218,1,66.15,30.54,"Alpha","auth","crítica","success"
11.47,7.9,217,0,91.74,16.59,"Delta","api","media","success"
10.48,NA,218,0,88.39,NA,"Delta","api","media","failed"
17.88,1.23,225,5,65.71,31.08,"Alpha","api","media","success"
8.11,5.05,231,2,89.95,41.88,"Gamma","api","alta","success"
17.65,4.85,240,2,46.8,103.07,"Delta","ui","media","success"
13.42,7.08,216,2,83.98,9.2,"Delta","auth","baja","rolled_back"
10.4,2.89,224,1,79.49,23.37,"Alpha","api","baja","success"
5.88,1.9,215,3,74.04,8.76,"Beta","api","media","success"
13.41,5.31,237,2,57.39,32.96,"Beta","api","baja","success"
10.78,9.15,245,0,92.61,8.74,"Beta","auth","baja","success"
7.1,8.49,230,0,61.49,3.55,"Alpha","ui","alta","success"
14.3,1.99,219,2,95.58,7.78,"Alpha","api","crítica","success"
12.12,4.71,207,0,87.6,25.68,"Beta","ui","crítica","success"
7.67,8.84,198,0,96.41,1.27,"Alpha","notifications","baja","success"
5.53,2.58,212,1,80.09,20.35,"Gamma","auth","alta","success"
18.12,NA,212,2,92.62,50.94,"Delta","auth","media","failed"
14.47,5.94,214,1,72.12,6.35,"Alpha","ui","baja","success"
3.19,2.28,197,1,36.77,1.89,"Delta","api","alta","success"
5.63,9.35,249,2,69.86,18.62,"Alpha","auth","media","success"
6.94,6.71,212,0,89.46,23.71,"Alpha","payments","alta","success"
9.28,2.06,214,1,80.24,11.99,"Alpha","ui","media","success"
6.52,NA,225,0,70.75,NA,"Delta","api","alta","failed"
6.05,NA,212,0,79.63,24.86,"Gamma","api","baja","failed"
9.91,5.4,216,0,89.5,1.35,"Delta","ui","baja","success"
14.75,5.01,210,1,84.4,18.21,"Beta","auth","alta","success"
10.47,1.22,231,0,73.22,12.69,"Beta","api","media","success"
3.41,5.21,205,1,81.03,11.58,"Alpha","ui","media","success"
10.52,16.49,237,2,62.69,22.95,"Gamma","auth","baja","success"
7.94,10.7,204,1,82.79,22.28,"Delta","api","alta","success"
12.09,6.69,221,0,86.78,23.12,"Gamma","database","baja","success"
12.97,NA,209,3,59.07,12.55,"Alpha","payments","media","failed"
8.08,11.34,191,0,75.6,7.24,"Beta","api","media","rolled_back"
8.18,2.86,220,1,91.76,17.22,"Beta","auth","media","success"
13.17,3.85,231,1,90.49,24.38,"Delta","payments","alta","success"
5.95,NA,236,0,72.54,36.09,"Beta","ui","baja","failed"
12.1,3.39,200,NA,77.74,16.74,"Beta","auth","media","rolled_back"
12.24,5.73,218,1,67.38,21.54,"Delta","auth","media","success"
11.06,9.05,216,2,88.38,49.42,"Alpha","auth","media","success"
5.86,11.15,212,NA,75.31,13.56,"Delta","api","baja","rolled_back"
16.56,16.15,215,1,71.82,33.83,"Alpha","api","media","success"
8.27,NA,239,0,59.23,1.77,"Alpha","database","baja","failed"
13.03,1.03,223,2,78.92,36.74,"Beta","api","baja","success"
17.16,4.22,214,4,68.79,14.05,"Gamma","api","media","success"
11.85,2.91,258,1,84.13,80.75,"Beta","api","baja","success"
14.19,3.28,195,0,81.22,6.6,"Alpha","auth","media","success"
17.28,14.34,226,1,89.41,10.24,"Gamma","database","alta","success"
19.73,NA,218,3,93.6,2.07,"Beta","payments","media","failed"
8.15,6.55,225,2,76.34,25.74,"Delta","api","crítica","success"
12.59,1.97,238,1,84.34,57.35,"Alpha","api","baja","success"
9.33,9.84,236,0,55.19,51.74,"Delta","api","alta","success"
13.18,3.9,231,2,94.4,92.1,"Beta","database","media","success"
15.3,3.01,225,0,61.09,26.28,"Beta","api","media","success"
11.72,5.45,208,2,79.66,79.29,"Alpha","database","baja","success"
8.95,6.24,198,1,52.8,5.43,"Alpha","auth","baja","success"
12.09,1.44,198,1,68.06,NA,"Alpha","ui","baja","rolled_back"
7.58,NA,220,1,72,25.53,"Delta","ui","media","failed"
10.27,6.12,205,1,75.55,51.52,"Gamma","auth","crítica","success"
13.06,5.85,234,3,84.65,12.11,"Beta","ui","media","success"
13.8,4.71,197,1,73.8,23.3,"Beta","auth","baja","success"
18.32,2.62,220,3,58.69,2.15,"Alpha","ui","baja","success"
13.46,2.76,219,2,84.22,4.51,"Gamma","auth","baja","success"
10.37,5.05,228,NA,84.79,58.92,"Alpha","ui","baja","rolled_back"
14.07,5.3,228,1,55.03,20.7,"Beta","ui","baja","success"
11.95,7.17,217,2,89.01,56.96,"Alpha","database","baja","success"
7.56,5.98,217,1,88.46,98.46,"Gamma","ui","crítica","success"
6.26,2.33,224,1,66.61,22.38,"Delta","database","baja","success"
10.09,5.61,231,1,81.9,14.15,"Beta","auth","baja","success"
10.78,4.38,227,0,82.52,6.34,"Beta","auth","crítica","success"
11.38,2.7,210,0,84.17,29.9,"Alpha","auth","media","success"
20.27,11.98,210,1,88.68,64.26,"Delta","auth","baja","success"
10.51,9.2,205,0,58.51,28.18,"Gamma","api","media","success"
15.12,3.53,212,2,85.06,9.57,"Alpha","auth","baja","success"
16.54,6.99,222,0,64.43,82.29,"Beta","auth","alta","success"
13.25,4.53,218,1,86.79,34.26,"Delta","api","baja","success"
9.35,3.73,247,1,92.79,75.23,"Delta","ui","media","success"
17.11,6.96,206,0,59.19,0.69,"Delta","api","alta","success"
11.19,1.21,216,0,75.56,27.11,"Delta","ui","alta","success"
4.52,3.87,222,1,NA,34.99,"Alpha","ui","baja","success"
4.95,4.01,214,1,NA,10.49,"Gamma","ui","alta","success"
10.31,6.97,231,1,66.5,1.02,"Delta","database","media","success"
5.46,3.14,223,0,76.73,14.67,"Alpha","api","baja","success"
12.99,6.09,228,2,93.06,134.57,"Beta","auth","baja","success"
10.22,8.29,210,0,83.57,8.11,"Alpha","auth","media","success"
8.58,2.71,228,2,76.04,4.89,"Beta","notifications","media","success"
14.51,2.09,212,1,84.88,15.36,"Beta","auth","media","success"
14.27,5.12,224,1,61.6,1.26,"Gamma","api","media","success"
12.5,4.51,220,3,91.75,25.53,"Delta","notifications","alta","success"
18.09,10.64,214,1,72.78,22.27,"Alpha","notifications","baja","success"
10.2,NA,217,2,94.54,NA,"Beta","notifications","baja","failed"
13.7,6.13,229,1,61.82,60.47,"Alpha","auth","baja","success"
19.99,2.49,207,0,90.35,17.6,"Gamma","ui","alta","success"
5.51,14.94,211,3,50.16,10.9,"Gamma","database","baja","success"
23.27,NA,242,1,87.14,NA,"Alpha","auth","alta","failed"
12.06,5.17,209,0,86.47,11.72,"Alpha","payments","media","success"
6.8,2.66,233,1,78.92,56.18,"Gamma","ui","media","success"
14.53,2.86,210,1,78.85,5.85,"Delta","ui","alta","success"
12.04,3.17,224,3,79.12,4.83,"Beta","database","alta","success"
5.13,3.81,206,2,81.8,16.39,"Delta","api","baja","success"
23.06,5.63,201,3,54.19,5.48,"Gamma","ui","baja","success"
16.15,5.43,214,1,50.71,23.67,"Gamma","api","baja","success"
10.23,4.63,226,1,79.51,3.26,"Beta","notifications","media","success"
5.42,11.9,223,2,91.84,9.24,"Gamma","api","baja","success"
8.38,3.85,231,0,97.32,38.8,"Gamma","database","media","success"
8.58,4.08,194,1,89.91,3.88,"Gamma","auth","alta","success"
6.38,6,207,1,63.3,13.27,"Alpha","ui","media","success"
9.59,2.13,215,1,78.51,42.93,"Beta","database","alta","success"
4.34,7.74,238,NA,78.8,55.2,"Delta","ui","alta","rolled_back"
10.23,NA,221,1,70.03,5.75,"Delta","api","baja","failed"
6.74,2.94,219,1,87.82,0.73,"Delta","ui","baja","success"
13.22,3.76,220,1,58,5.46,"Gamma","database","baja","success"
10.17,5.71,213,1,86.16,27.04,"Gamma","ui","media","success"
16.09,7.08,196,1,84.61,29.71,"Gamma","notifications","media","success"
17.45,3.1,205,0,85.27,13.98,"Delta","api","media","success"
3.64,5.54,212,1,78.05,48.28,"Delta","api","media","success"
24.15,4.68,215,1,56.53,15.64,"Beta","database","baja","success"
9.13,5.77,205,0,91.04,6.6,"Delta","ui","media","success"
7.08,NA,239,0,83.14,11.78,"Alpha","api","crítica","failed"
8.55,8.19,213,0,78.96,2.16,"Alpha","ui","baja","success"
9.08,6.55,213,1,70.46,31.64,"Gamma","notifications","crítica","success"
8.27,6.64,230,2,80.11,6.56,"Gamma","notifications","media","success"
22.59,6.29,209,3,66.93,7.94,"Gamma","ui","media","success"
14.22,5.42,220,0,85.47,21.15,"Gamma","ui","alta","success"
22.12,4.73,206,0,84.6,34.71,"Alpha","ui","baja","success"
17.21,9.66,235,0,59.2,14.48,"Alpha","api","alta","success"
11.88,2.51,215,1,78.84,36.29,"Delta","ui","media","success"
11.48,3.96,224,3,89.12,13.12,"Beta","database","alta","success"
21.61,8.26,220,1,70.86,17.2,"Beta","auth","baja","success"
6.15,8.14,195,1,55.49,1.07,"Delta","auth","media","success"
12.87,5.97,225,1,51.86,3.84,"Beta","auth","media","success"
8.58,2.76,215,0,78.29,115.89,"Gamma","database","crítica","success"
8.68,6.18,245,1,88.2,18.19,"Beta","api","media","success"
8.39,2.12,215,4,87.46,3.52,"Delta","ui","crítica","success"
12.06,2.35,217,0,56.88,37.53,"Delta","api","alta","success"
8.97,9.75,223,1,86.62,69.86,"Beta","database","baja","success"
8.05,4.5,205,3,94.96,13.29,"Beta","database","baja","success"
18.18,5.6,206,0,73.93,13.28,"Beta","ui","media","success"
4.14,NA,234,0,NA,44.45,"Gamma","payments","media","failed"
6.9,NA,217,1,68.16,20.22,"Gamma","auth","baja","failed"
10.39,4.44,211,1,81.46,38.94,"Delta","payments","crítica","success"
9.66,4.01,236,5,93.74,NA,"Delta","api","alta","rolled_back"
21.16,6.09,224,2,79.93,16.27,"Delta","payments","alta","success"
9.2,6.59,208,0,76.62,3.6,"Alpha","ui","baja","success"
5.15,3.13,201,1,82.29,92.41,"Beta","notifications","alta","success"
9.13,NA,218,0,72.89,NA,"Beta","auth","baja","failed"
18.72,3.83,217,0,76.89,8.02,"Beta","auth","alta","success"
16.32,6.72,200,1,74.83,4.34,"Beta","auth","alta","success"
14.13,5.92,231,0,86.99,21.09,"Alpha","api","crítica","success"
5.01,5.38,235,1,59.5,114.8,"Gamma","api","alta","success"
24.96,4.13,232,NA,75.4,25.33,"Beta","api","media","rolled_back"
10.23,5.44,225,1,82.58,25.13,"Alpha","database","media","success"
13.24,3.08,220,2,73.51,43.47,"Gamma","api","baja","success"
7.58,12.48,199,0,67.99,4.66,"Alpha","auth","media","success"
12.83,2.96,204,2,70.15,22.91,"Beta","database","baja","success"
11.58,1.93,201,2,77.05,43.49,"Alpha","api","baja","success"
7.23,NA,209,2,92.63,5.04,"Delta","database","media","failed"
16.13,2.56,205,2,87.47,82.9,"Gamma","api","media","success"
17.8,5.57,212,3,NA,6.73,"Gamma","ui","baja","success"
13.44,4.34,215,1,41.87,3.44,"Beta","api","baja","success"
7.88,6.89,208,0,95.99,89.46,"Alpha","database","media","success"
3.7,9.76,218,3,67.27,31.41,"Gamma","api","media","success"
13.61,1.52,220,0,77.73,53.22,"Gamma","ui","baja","success"
9.46,3.98,221,0,80.59,9.36,"Delta","notifications","baja","success"
16.23,5.29,226,4,75.4,44.17,"Gamma","ui","media","success"
13.1,3.33,224,1,71.22,86.08,"Alpha","api","media","success"
12.99,4.11,214,0,84.52,52.35,"Delta","ui","baja","success"
11.41,5.96,218,1,86.61,22.35,"Beta","api","media","rolled_back"
10.41,7.69,188,0,94.06,31.08,"Alpha","notifications","media","success"
6.88,NA,217,1,70.26,8.9,"Alpha","auth","alta","failed"
21,4.87,234,1,91.82,16.03,"Alpha","auth","baja","success"
9.06,4.13,210,2,71.3,13.67,"Gamma","api","baja","success"
15.19,6.67,214,3,65.28,18.88,"Delta","auth","baja","success"
22.36,NA,245,2,73.8,24.1,"Delta","ui","media","failed"
14.01,5.81,215,1,88.47,9.68,"Delta","payments","media","success"
8.4,5.53,204,0,84.45,2.42,"Beta","notifications","baja","success"
10.17,NA,222,3,75.39,3.13,"Beta","ui","alta","failed"
15.78,5.62,200,2,68.82,4.45,"Beta","ui","baja","success"
10.47,9.21,211,0,81.2,35.15,"Beta","ui","alta","success"
9.98,5.58,190,0,91.91,34.67,"Delta","ui","baja","success"
17.22,NA,203,2,61.93,50.59,"Delta","api","alta","failed"
14.16,17.78,203,2,64.49,4.79,"Delta","ui","alta","success"
13.87,4.05,238,1,60.9,2.52,"Delta","ui","media","success"
2.85,2.24,226,1,81.16,1.15,"Beta","api","media","success"
10.52,NA,219,2,76.73,NA,"Gamma","ui","media","failed"
11.44,2.69,237,2,50.76,23.2,"Delta","api","baja","success"
11.37,4.96,225,2,68.74,6.74,"Alpha","api","baja","success"
11.16,4.25,203,1,72.12,1.67,"Alpha","ui","media","success"
9.16,6.72,228,0,81.29,10.89,"Alpha","auth","media","success"
5.51,7.44,203,1,82.79,0.96,"Beta","ui","media","success"
11.23,5.24,222,2,79.25,36.44,"Gamma","api","baja","success"
13.02,7.05,218,0,73.17,27.98,"Delta","api","baja","success"
7.79,6.94,232,2,86.62,4.03,"Gamma","api","alta","success"
9.61,6.64,222,1,67.83,55.2,"Beta","payments","baja","success"
9.76,1.88,223,4,59.11,31.44,"Alpha","database","baja","success"
7.32,4.39,219,0,98.39,40.18,"Alpha","api","media","success"
13.14,4.38,225,0,64.36,19.17,"Beta","api","alta","success"
11.48,7.18,236,2,73.37,19.48,"Beta","api","media","success"
27.21,NA,219,1,85.86,19.92,"Delta","api","media","failed"
9.63,4.2,222,2,58.63,10.17,"Alpha","payments","media","success"
3.46,7.8,222,2,74.76,24.45,"Alpha","api","media","success"
14.9,2.97,212,3,83.75,6.11,"Gamma","auth","alta","success"
8.87,10.82,212,1,55.82,13.11,"Beta","api","alta","success"
12.89,2.88,195,1,89.45,12.9,"Delta","payments","baja","success"
9.57,5.52,206,1,81.54,21.61,"Beta","ui","crítica","success"
9.13,10.36,218,0,79.1,3.91,"Alpha","payments","baja","success"
6.26,7.79,228,1,72.23,28.7,"Alpha","api","media","success"
16.82,4.44,237,6,86.8,12.17,"Gamma","api","crítica","success"
10.8,5.9,197,1,74.46,76.09,"Gamma","notifications","media","success"
11.17,2.07,217,1,77.93,28.63,"Beta","api","alta","success"
14.32,5.79,240,3,71.01,16.78,"Gamma","auth","alta","success"
14.05,5.86,218,2,58.27,13.78,"Delta","auth","media","success"
16.07,1.67,216,2,73.58,34.91,"Gamma","api","alta","success"
26.3,6.46,214,1,65.64,20.79,"Beta","api","crítica","success"
5.22,5.36,223,2,83.07,4.23,"Delta","auth","media","success"
9.21,2.52,207,0,84.46,0.75,"Gamma","api","media","success"
6.83,8.42,214,2,86.74,10.3,"Gamma","database","media","success"
9.16,6.8,197,1,86.71,7.84,"Alpha","ui","baja","success"
8.75,NA,214,1,52.87,54.2,"Gamma","payments","media","failed"
7.69,7.39,251,0,68.32,47.43,"Beta","payments","media","success"
10.11,9.37,248,2,65.73,38.7,"Alpha","auth","baja","success"
8.72,5.04,251,0,83.35,50.54,"Gamma","ui","baja","success"
6.22,4.08,228,3,79.46,3.55,"Beta","ui","media","success"
7.6,4.58,213,1,81.52,86.93,"Beta","api","baja","success"
13.1,1.51,236,0,78.49,12.78,"Beta","ui","media","success"
6.35,4.74,202,3,85.54,32.72,"Beta","api","baja","success"
9.19,5.57,235,0,84.05,NA,"Delta","payments","baja","rolled_back"
11.88,7.39,221,1,82.1,8.19,"Beta","auth","alta","success"
15.9,6.39,241,0,62.44,64.45,"Gamma","ui","alta","success"
8.63,4.73,201,1,63.53,23.83,"Alpha","notifications","media","success"
8.31,3.06,240,1,81.82,15.88,"Delta","api","media","success"
11.42,5.84,227,1,77.57,7.67,"Beta","database","media","success"
17.4,NA,214,0,80.39,42.73,"Delta","api","alta","failed"
8.96,2.86,236,1,67.57,25.99,"Gamma","api","crítica","success"
2.99,4.74,242,2,67.63,35.49,"Gamma","api","media","success"
11.11,4.06,213,1,72.89,61.56,"Gamma","api","media","success"
8.91,2.7,219,3,76.44,14.96,"Alpha","ui","baja","success"
5.52,2.87,230,1,93.04,105.06,"Beta","ui","media","success"
10.56,NA,209,1,64.57,32.47,"Beta","ui","media","failed"
6.86,6.02,224,2,64.88,8.15,"Delta","ui","baja","success"
14.12,7.43,242,1,61.83,16.6,"Alpha","ui","media","rolled_back"
8.37,5.53,197,1,52.68,28.96,"Gamma","ui","media","success"
3.97,0.7,221,1,55.62,24.27,"Alpha","database","media","success"
16.66,8.95,248,3,76.46,12.34,"Alpha","database","baja","success"
3.48,6.31,222,1,NA,8.31,"Beta","database","media","success"
16.5,2.98,203,0,77.42,16.93,"Beta","payments","media","success"
21.15,13.02,211,0,84.33,2.25,"Gamma","api","baja","success"
8.74,2.21,254,2,71.91,21.08,"Beta","auth","alta","success"
10.03,10.09,207,1,59.33,49.26,"Alpha","payments","media","success"
5.27,4.15,214,NA,60.03,49.42,"Delta","api","baja","rolled_back"
7.1,3.96,223,1,89.2,NA,"Gamma","payments","baja","rolled_back"
10.32,NA,230,2,64.22,3.99,"Beta","api","media","failed"
7.66,11.3,254,2,62.86,2.57,"Beta","api","baja","success"
8.4,6.52,227,0,84.24,28.3,"Delta","api","baja","success"
15.85,12.25,221,2,63.08,10.13,"Alpha","api","baja","success"
28.12,3.53,208,0,88.6,17.56,"Gamma","api","media","success"
8.62,9.3,252,0,56.94,31.78,"Delta","auth","alta","success"
13.19,1.48,222,1,83.3,9.06,"Beta","payments","media","success"
13.78,7.47,237,NA,75.59,NA,"Delta","ui","baja","rolled_back"
11.67,NA,222,1,61.62,NA,"Gamma","payments","media","failed"
21.56,4.47,234,3,77.15,90.16,"Alpha","api","baja","success"
24.36,4.61,218,0,92.12,12.49,"Alpha","auth","media","success"
6.24,7.24,226,0,87.17,1.59,"Beta","ui","media","success"
8.78,1.57,234,2,81.11,68.96,"Delta","auth","media","success"
7.89,7.22,230,0,55.8,6.98,"Beta","api","baja","success"
6.89,NA,251,0,NA,NA,"Gamma","notifications","media","failed"
20.4,NA,222,0,68.42,11.14,"Alpha","database","baja","failed"
6.8,3.43,222,3,78.31,9.79,"Beta","ui","media","success"
10.36,2.08,187,3,62.97,44.4,"Alpha","ui","baja","success"
20.79,6.31,214,1,87.14,16.37,"Beta","database","media","success"
13.37,NA,213,2,73.38,4.8,"Alpha","api","alta","failed"
9.82,4.65,218,0,77.71,22.47,"Gamma","ui","crítica","success"
8.24,4.76,209,1,82.37,72.09,"Beta","auth","media","success"
14.47,NA,224,0,71.55,NA,"Alpha","api","media","failed"
8.02,3.66,216,1,89.1,15.7,"Alpha","ui","baja","success"
8.41,3.15,227,0,78.49,10.62,"Alpha","api","crítica","success"
15.16,5.52,238,0,67.95,11.52,"Delta","ui","baja","success"
9.69,7.6,204,2,79.21,38.86,"Beta","auth","alta","success"
9.74,4.73,206,0,63.63,10.89,"Delta","database","baja","success"
6.02,4.17,227,1,71.69,35.44,"Alpha","api","alta","success"
10.91,5.09,223,0,87.73,26.25,"Gamma","ui","baja","success"
10.82,4.13,220,2,79.02,34.95,"Gamma","auth","media","success"
15.43,5.46,203,2,77.63,4.83,"Delta","ui","baja","success"
12.11,2.77,204,1,68.1,69.03,"Beta","auth","alta","success"
6.62,8.14,224,0,87.54,13,"Gamma","api","media","success"
10.23,8.46,226,2,74.86,4.59,"Delta","notifications","alta","success"
4.15,3.41,221,0,52.91,26.51,"Alpha","ui","baja","success"
